Sample,X(ms) [22.09.2026 22:13:58 598 UTC],"matematicko_upravljanje[%MD18]","izlazna_vrednost_objekta[%MD14]","vrednost_upravljanja[%MD10]"
419,1790115248277.687771,125,99.9959487915039,100
420,1790115248317.675471,125,99.9959487915039,100
421,1790115248357.684671,125,99.9959487915039,100
422,1790115248397.680671,125,99.9959487915039,100
423,1790115248437.665971,125,99.9959487915039,100
424,1790115248477.677971,125,99.9959487915039,100
425,1790115248517.656671,125,99.9959487915039,100
426,1790115248557.660171,125,99.9959487915039,100
427,1790115248597.644971,125,99.9959487915039,100
428,1790115248637.672571,125,99.9959487915039,100
429,1790115248677.647771,125,99.9959487915039,100
430,1790115248717.647371,125,99.9959487915039,100
431,1790115248757.663271,125,99.9959487915039,100
432,1790115248797.649171,125,99.9959487915039,100
433,1790115248837.635071,125,99.9959487915039,100
434,1790115248877.629471,125,99.9959487915039,100
435,1790115248917.641171,125,99.9959487915039,100
436,1790115248957.630171,125,99.9959487915039,100
437,1790115248997.617971,125,99.9959487915039,100
438,1790115249037.630271,125,99.9959487915039,100
439,1790115249077.605471,125,99.9959487915039,100
440,1790115249117.605471,125,99.9959487915039,100
441,1790115249157.621371,125,99.9959487915039,100
442,1790115249197.618671,125,99.9959487915039,100
443,1790115249237.616971,125,99.9959487915039,100
444,1790115249277.596571,125,99.9959487915039,100
445,1790115249317.605871,125,99.9959487915039,100
446,1790115249357.606571,125,99.9959487915039,100
447,1790115249397.582871,125,99.9959487915039,100
448,1790115249437.591371,125,99.9959487915039,100
449,1790115249477.582971,125,99.9959487915039,100
450,1790115249517.585671,125,99.9959487915039,100
451,1790115249557.576571,125,99.9959487915039,100
452,1790115249597.570671,125,99.9959487915039,100
453,1790115249637.572271,125,99.9959487915039,100
454,1790115249677.556471,125,99.9959487915039,100
455,1790115249717.553071,125,99.9959487915039,100
456,1790115249757.544971,125,99.9959487915039,100
457,1790115249797.547971,125,99.9959487915039,100
458,1790115249837.538871,125,99.9959487915039,100
459,1790115249877.547071,125,99.9959487915039,100
460,1790115249917.543871,125,99.9959487915039,100
461,1790115249957.549771,125,99.9959487915039,100
462,1790115249997.533671,125,99.9959487915039,100
463,1790115250037.534371,125,99.9959487915039,100
464,1790115250077.541171,125,99.9959487915039,100
465,1790115250117.527871,125,99.9959487915039,100
466,1790115250157.533971,125,99.9959487915039,100
467,1790115250197.525771,125,99.9959487915039,100
468,1790115250237.532471,125,99.9959487915039,100
469,1790115250277.517871,125,99.9959487915039,100
470,1790115250317.512071,125,99.9959487915039,100
471,1790115250357.523571,125,99.9959487915039,100
472,1790115250397.503171,125,99.9959487915039,100
473,1790115250437.513871,125,99.9959487915039,100
474,1790115250477.492971,125,99.9959487915039,100
475,1790115250517.504071,125,99.9959487915039,100
476,1790115250557.503371,125,99.9959487915039,100
477,1790115250597.495571,125,99.9959487915039,100
478,1790115250637.489971,125,99.9959487915039,100
479,1790115250677.484171,125,99.9959487915039,100
480,1790115250717.470671,125,99.9959487915039,100
481,1790115250757.480171,125,99.9959487915039,100
482,1790115250797.468071,125,99.9959487915039,100
483,1790115250837.457171,125,99.9959487915039,100
484,1790115250877.469871,125,99.9959487915039,100
485,1790115250917.464671,125,99.9959487915039,100
486,1790115250957.467471,125,99.9959487915039,100
487,1790115250997.463571,125,99.9959487915039,100
488,1790115251037.457071,125,99.9959487915039,100
489,1790115251077.460471,125,99.9959487915039,100
490,1790115251117.437771,125,99.9959487915039,100
491,1790115251157.449071,125,99.9959487915039,100
492,1790115251197.439671,125,99.9959487915039,100
493,1790115251237.425671,125,99.9959487915039,100
494,1790115251277.435071,125,99.9959487915039,100
495,1790115251317.418971,125,99.9959487915039,100
496,1790115251357.421271,125,99.9959487915039,100
497,1790115251397.415471,125,99.9959487915039,100
498,1790115251437.415271,125,99.9959487915039,100
499,1790115251477.411871,125,99.9959487915039,100
500,1790115251517.426071,125,99.9959487915039,100
501,1790115251557.418371,125,99.9959487915039,100
502,1790115251597.417271,125,99.9959487915039,100
503,1790115251637.424171,125,99.9959487915039,100
504,1790115251677.391571,125,99.9959487915039,100
505,1790115251717.400071,125,99.9959487915039,100
506,1790115251757.387171,125,99.9959487915039,100
507,1790115251797.401371,125,99.9959487915039,100
508,1790115251837.407571,125,99.9959487915039,100
509,1790115251877.377971,125,99.9959487915039,100
510,1790115251920.327771,125,99.9959487915039,100
511,1790115251957.365371,125,99.9959487915039,100
512,1790115251997.370571,125,99.9959487915039,100
513,1790115252037.354971,125,99.9959487915039,100
514,1790115252077.368371,125,99.9959487915039,100
515,1790115252117.363171,125,99.9959487915039,100
516,1790115252157.365071,125,99.9959487915039,100
517,1790115252197.362771,125,99.9959487915039,100
