Sample,X(ms) [24.09.2026 09:59:16 693 UTC],"matematicko_upravljanje[%MD18]","izlazna_vrednost_objekta[%MD14]","referentna_vrednost[%MD10]"
655,1790243977693.743372,125,99.9959487915039,500
656,1790243977733.720272,125,99.9959487915039,500
657,1790243977773.719272,125,99.9959487915039,500
658,1790243977813.710772,125,99.9959487915039,500
659,1790243977853.783072,125,99.9959487915039,500
660,1790243977893.776072,125,99.9959487915039,500
661,1790243977936.578772,125,99.9959487915039,500
662,1790243977973.724372,125,99.9959487915039,500
663,1790243978013.712472,125,99.9959487915039,500
664,1790243978053.784272,125,99.9959487915039,500
665,1790243978093.867172,125,99.9959487915039,500
666,1790243978133.681172,125,99.9959487915039,500
667,1790243978173.699472,125,99.9959487915039,500
668,1790243978213.670172,125,99.9959487915039,500
669,1790243978253.692872,125,99.9959487915039,500
670,1790243978294.060472,125,99.9959487915039,500
671,1790243978333.799472,125,99.9959487915039,500
